Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000113719.15	-1.38420827673763	8.34540743113144	-6.12663378735782	6.0654100541014e-06	0.000432329436935847	4.06254889765367
ENSG00000073331.17	-1.5308223055256	7.02194160495231	-6.12494317197619	6.08746584310553e-06	0.000432329436935847	4.05486768596622
ENSG00000113749.7	-1.75999838280882	8.00214161355136	-6.12214494278478	6.12415278152542e-06	0.000432813295115806	4.05087503598172
ENSG00000120594.16	-1.3283725238435	6.6502787656483	-6.11088209689558	6.27412930961608e-06	0.000441260123484067	4.02860798851749
ENSG00000254087.7	-1.4803264015215	9.27554367208695	-6.10468557086924	6.35824617801538e-06	0.000445015800130855	4.02390327664998
ENSG00000076662.9	-1.21277863518467	9.53617506169435	-6.0973179384164	6.45976991336772e-06	0.000449947819734959	4.01179359029245
ENSG00000185201.16	-1.90053828778294	10.5622974992135	-6.0891730219755	6.57394403143387e-06	0.000455709574772315	4.00330416882345
ENSG00000116701.14	-1.57006859093709	10.0784953292215	-6.08675348510354	6.60825844146848e-06	0.000455906896666645	3.9936082875704
ENSG00000278259.4	1.26155181270921	4.27113798662973	6.08095865010552	6.69119194096153e-06	0.000459440705405927	3.96706040411915
ENSG00000177169.9	-1.17069808355799	7.05894345701557	-6.06127417181694	6.980978170034e-06	0.000477077413808739	3.91987648994697
ENSG00000101336.13	-1.58380158678771	9.42557618575441	-6.0555691462694	7.06735094820346e-06	0.000480712584683435	3.92286051032896
